name,country,city,categories,review_count,rating,near_station,Address,empty_slots,free_bikes,latitude,longitude,timestamp,Unique ID
Brasserie Marie,FR,Toulouse,"[{'alias': 'bars', 'title': 'Bars'}]",3,4.0,00156 - METRO EMPALOT,38 AV JEAN MOULIN FACE DEBOUCHE RUE DE CANNES,4,14,43.579737115748195,1.441783289134449,2022-12-05T00:29:56.996000Z,156
La Centrale,FR,Toulouse,"[{'alias': 'bars', 'title': 'Bars'}, {'alias': 'bbq', 'title': 'Barbeque'}, {'alias': 'tapas', 'title': 'Tapas Bars'}]",9,3.0,00156 - METRO EMPALOT,38 AV JEAN MOULIN FACE DEBOUCHE RUE DE CANNES,4,14,43.579737115748195,1.441783289134449,2022-12-05T00:29:56.996000Z,156
Le C Café,FR,Toulouse,"[{'alias': 'sportsbars', 'title': 'Sports Bars'}]",2,4.0,00156 - METRO EMPALOT,38 AV JEAN MOULIN FACE DEBOUCHE RUE DE CANNES,4,14,43.579737115748195,1.441783289134449,2022-12-05T00:29:56.996000Z,156
Le Bout's,FR,Toulouse,"[{'alias': 'french', 'title': 'French'}, {'alias': 'bars', 'title': 'Bars'}, {'alias': 'brasseries', 'title': 'Brasseries'}]",2,3.5,00156 - METRO EMPALOT,38 AV JEAN MOULIN FACE DEBOUCHE RUE DE CANNES,4,14,43.579737115748195,1.441783289134449,2022-12-05T00:29:56.996000Z,156
Le Saint Roch Café,FR,Toulouse,"[{'alias': 'bars', 'title': 'Bars'}]",1,3.0,00156 - METRO EMPALOT,38 AV JEAN MOULIN FACE DEBOUCHE RUE DE CANNES,4,14,43.579737115748195,1.441783289134449,2022-12-05T00:29:56.996000Z,156
La Cantine du Busca,FR,Toulouse,"[{'alias': 'brasseries', 'title': 'Brasseries'}, {'alias': 'cafes', 'title': 'Cafes'}]",3,3.5,00156 - METRO EMPALOT,38 AV JEAN MOULIN FACE DEBOUCHE RUE DE CANNES,4,14,43.579737115748195,1.441783289134449,2022-12-05T00:29:56.996000Z,156
Le Café de Paris,FR,Toulouse,"[{'alias': 'restaurants', 'title': 'Restaurants'}, {'alias': 'bars', 'title': 'Bars'}]",4,3.5,00242 -  RAIMBAUD - COLETTE,RUE RAIMBAUD ANGLE RUE COLETTE,4,12,43.6338661781519,1.43749379620012,2022-12-05T00:29:56.997000Z,242
Le Seize,FR,Toulouse,"[{'alias': 'brasseries', 'title': 'Brasseries'}, {'alias': 'bars', 'title': 'Bars'}]",3,3.0,00242 -  RAIMBAUD - COLETTE,RUE RAIMBAUD ANGLE RUE COLETTE,4,12,43.6338661781519,1.43749379620012,2022-12-05T00:29:56.997000Z,242
Le Seizième,FR,Toulouse,"[{'alias': 'bars', 'title': 'Bars'}]",1,4.0,00242 -  RAIMBAUD - COLETTE,RUE RAIMBAUD ANGLE RUE COLETTE,4,12,43.6338661781519,1.43749379620012,2022-12-05T00:29:56.997000Z,242
Karting Café,FR,Toulouse,"[{'alias': 'cafes', 'title': 'Cafes'}]",2,3.0,00242 -  RAIMBAUD - COLETTE,RUE RAIMBAUD ANGLE RUE COLETTE,4,12,43.6338661781519,1.43749379620012,2022-12-05T00:29:56.997000Z,242
Les Oliviers,FR,Toulouse,"[{'alias': 'cafes', 'title': 'Cafes'}, {'alias': 'pizza', 'title': 'Pizza'}]",1,5.0,00224 - CAMPUS SUPAERO,10 AV EDOUARD BELIN FACE CHATEAU D'EAU CREPS RD-PT JEAN LAGASSE,15,5,43.5665957613637,1.47488196169573,2022-12-05T00:29:56.998000Z,224
UrbanSoccer,FR,Toulouse,"[{'alias': 'football', 'title': 'Soccer'}]",1,4.0,00224 - CAMPUS SUPAERO,10 AV EDOUARD BELIN FACE CHATEAU D'EAU CREPS RD-PT JEAN LAGASSE,15,5,43.5665957613637,1.47488196169573,2022-12-05T00:29:56.998000Z,224
